Format Version,1.24,Take Name,Take 2025-04-01 01.55.23 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-01 01.55.23.678 PM,Capture Start Frame,6940146,Total Frames in Take,8758,Total Exported Frames,8758,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
5752,47.933333,-0.026150,0.157262,0.000127,0.987211,29.151356,343.815735,72.702316,128.562607,343.753204,87.606804,123.885231,341.891418,39.229519,-47.259190,342.273560,7.145867,-6.701419,340.623993,-21.129147,10.781372,347.144440,172.021896,-34.360825,347.207886,151.338928,128.735153,343.678589,87.713493,123.827095,341.845703,39.198940,-47.140518,341.892853,7.150683,-6.916807,341.060394,-21.441864,10.757770,347.305756,172.121765,-34.374462,347.154968,151.380417,-439.685211,12.214451,-462.568939,-449.579620,12.893450,-426.180420,-394.116058,14.416472,-408.192627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.389069,94.879250,-129.810287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,47.941667,-0.026297,0.157750,0.000129,0.987129,29.266624,343.818970,72.596085,128.692566,343.763184,87.402222,123.967377,341.887085,39.030144,-47.208706,342.255737,7.115722,-6.678889,340.598877,-21.198914,10.994833,347.176300,171.932800,-34.167812,347.232605,151.294495,128.846115,343.666046,87.488106,123.922722,341.850006,38.991650,-47.095013,341.898376,7.130630,-6.891864,341.018677,-21.491705,10.971397,347.380157,172.048080,-34.183998,347.148590,151.335266,-439.682709,12.261885,-462.561646,-449.580444,12.906376,-426.174500,-394.112915,14.460749,-408.185913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.475616,94.179298,-130.177414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,47.950000,-0.026331,0.158522,0.000382,0.987004,29.368053,343.820068,72.505081,128.817230,343.810974,87.154541,124.016701,341.932892,38.789944,-47.209618,342.221191,7.145286,-6.723691,340.583557,-21.233187,11.251233,347.168335,171.870483,-33.943893,347.203461,151.303375,128.944489,343.711700,87.238846,123.956856,341.912964,38.759941,-47.116268,341.867279,7.151196,-6.924195,340.992676,-21.537806,11.247487,347.359222,171.997971,-33.937172,347.123138,151.351898,-439.704681,12.238324,-462.576233,-449.575073,12.958522,-426.179504,-394.122986,14.458665,-408.193085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.480103,94.241081,-130.177841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,47.958333,-0.026416,0.159163,0.000487,0.986899,29.457453,343.834015,72.409966,128.925659,343.846954,86.929581,124.062378,341.961121,38.571564,-47.205147,342.210632,7.150419,-6.755970,340.577118,-21.280653,11.469688,347.192566,171.798462,-33.752258,347.215729,151.290375,129.057343,343.762604,87.029678,124.000832,341.929626,38.544613,-47.107277,341.866974,7.158906,-6.932678,340.980499,-21.588247,11.457176,347.350647,171.922516,-33.750523,347.169434,151.326523,-439.686340,12.267712,-462.555237,-449.577393,12.945332,-426.169250,-394.119354,14.465738,-408.181946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.239349,95.788399,-129.306046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,47.966667,-0.026485,0.159584,0.000581,0.986829,29.547157,343.839142,72.294136,129.027771,343.871979,86.728485,124.123390,341.979858,38.374863,-47.171055,342.194336,7.100515,-6.745970,340.565094,-21.365040,11.643974,347.205505,171.697647,-33.595539,347.218109,151.228317,129.176926,343.776184,86.800789,124.062447,341.958588,38.337017,-47.066551,341.847076,7.100828,-6.896625,340.958588,-21.673185,11.621927,347.362518,171.839096,-33.614403,347.175354,151.272980,-439.674561,12.214127,-462.570831,-449.569061,12.840182,-426.190979,-394.099304,14.408270,-408.199890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.712799,96.406540,-129.137375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,47.975000,-0.026642,0.159807,0.000849,0.986788,29.596027,343.850952,72.203178,129.083328,343.943481,86.591095,124.157455,342.037689,38.240192,-47.151649,342.147949,7.045738,-6.738927,340.535217,-21.438309,11.737319,347.229553,171.614273,-33.511738,347.211853,151.166046,129.213348,343.828247,86.694206,124.103859,342.027069,38.201393,-47.063568,341.803101,7.050609,-6.900323,340.938080,-21.762459,11.725621,347.417267,171.753387,-33.518768,347.150177,151.217468,-439.691162,12.234552,-462.570679,-449.580475,12.924868,-426.179016,-394.121460,14.438788,-408.190979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.932709,94.208633,-130.368195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,47.983333,-0.027389,0.160065,0.001173,0.986726,29.642653,343.821136,72.106735,129.137650,344.019531,86.440262,124.187126,342.042999,38.094719,-47.138954,341.962158,6.993547,-6.740358,340.345276,-21.510288,11.835106,347.320953,171.522812,-33.425037,347.235992,151.099319,129.280914,343.926270,86.511612,124.130806,342.054779,38.037022,-47.061150,341.802490,6.988631,-6.850567,340.491333,-21.671780,11.808248,347.476044,171.622253,-33.445396,347.164642,151.128311,-439.695251,12.276091,-462.565552,-449.579498,12.964356,-426.170685,-394.125366,14.478476,-408.189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.988220,94.207680,-130.352234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,47.991667,-0.026945,0.160300,0.001143,0.986700,29.703152,343.860962,71.948601,129.204941,344.025513,86.235329,124.231186,342.091827,37.890438,-47.109570,342.074799,6.870076,-6.724771,340.473816,-21.654203,11.943272,347.278687,171.376068,-33.326519,347.221100,150.973877,129.351196,343.919617,86.306419,124.159561,342.074066,37.847530,-47.005741,341.754211,6.881734,-6.851648,340.846161,-21.929951,11.909667,347.470306,171.499863,-33.347687,347.148041,151.039261,-439.699524,12.218104,-462.568115,-449.572235,12.906849,-426.180115,-394.120392,14.431081,-408.190765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.873871,94.898087,-129.992004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,48.000000,-0.026921,0.160219,0.001219,0.986714,29.755903,343.871155,71.821533,129.255386,344.049286,86.124146,124.289635,342.118378,37.778316,-47.046169,342.078461,6.730631,-6.656593,340.485443,-21.787331,11.979664,347.279022,171.246414,-33.286861,347.216309,150.836975,129.412201,343.958710,86.226700,124.218575,342.079437,37.763733,-46.948551,341.707092,6.750305,-6.821049,340.910736,-22.126532,11.956929,347.476257,171.354263,-33.296822,347.145721,150.884491,-439.672028,12.251342,-462.565704,-449.579102,12.890822,-426.180573,-394.103363,14.446137,-408.193329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.967804,94.181808,-130.366318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,48.008333,-0.027727,0.159838,0.001457,0.986753,29.778652,343.804291,71.705788,129.267151,344.078583,86.083023,124.339302,342.070892,37.736446,-46.972961,341.855743,6.559864,-6.560713,340.249908,-21.925241,11.924906,347.349121,171.111984,-33.326157,347.221649,150.668610,129.432129,343.971344,86.169823,124.275696,342.082428,37.711300,-46.888546,341.625793,6.590350,-6.675493,340.426483,-22.118507,11.881687,347.495728,171.211823,-33.365860,347.173157,150.663330,-439.689819,12.236379,-462.565826,-449.575592,12.909631,-426.174469,-394.117706,14.430398,-408.191772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.940979,94.206078,-130.371964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,48.016667,-0.027942,0.159307,0.001654,0.986832,29.782017,343.796539,71.564102,129.255035,344.124359,86.046997,124.379570,342.097137,37.695927,-46.899326,341.787476,6.337315,-6.456034,340.191254,-22.104233,11.820860,347.367920,170.949997,-33.408375,347.211182,150.458572,129.393433,344.009460,86.099640,124.291367,342.122589,37.631569,-46.775986,341.605133,6.326728,-6.559835,340.389709,-22.288635,11.775579,347.531738,171.106857,-33.430370,347.140869,150.499985,-439.698029,12.254302,-462.569061,-449.579559,12.943783,-426.176239,-394.122711,14.469096,-408.189545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.234100,95.805740,-129.327148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,48.025000,-0.028065,0.159117,0.001730,0.986859,29.786633,343.784058,71.454674,129.254074,344.134918,85.975365,124.397408,342.096252,37.622887,-46.869473,341.745483,6.199136,-6.415030,340.151154,-22.226662,11.786922,347.373444,170.832947,-33.434471,347.203186,150.324341,129.395203,344.008667,86.049431,124.337311,342.121216,37.562725,-46.770641,341.556885,6.190060,-6.552812,340.357452,-22.414600,11.746798,347.547089,170.968307,-33.439407,347.125397,150.364243,-439.693878,12.262717,-462.556335,-449.579224,12.963830,-426.165222,-394.122192,14.464220,-408.180725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.477844,94.210983,-130.177811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,48.033333,-0.028003,0.158957,0.001878,0.986887,29.795736,343.771454,71.323555,129.258484,344.147827,85.875633,124.417633,342.116119,37.521275,-46.839237,341.722534,6.043524,-6.375399,340.144501,-22.369810,11.763720,347.338623,170.696762,-33.451168,347.159149,150.173889,129.393860,344.028931,85.947235,124.359314,342.138489,37.454948,-46.745663,341.552155,6.046079,-6.498841,340.343994,-22.552862,11.726461,347.515778,170.819641,-33.460453,347.064392,150.206787,-439.674408,12.235383,-462.564026,-449.571594,12.871953,-426.179932,-394.097565,14.431044,-408.192749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.379974,94.856949,-129.819199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,48.041667,-0.028073,0.158310,0.002176,0.986988,29.786772,343.739746,71.172859,129.230347,344.180908,85.853592,124.453377,342.144379,37.493084,-46.762333,341.639008,5.793818,-6.260758,340.086121,-22.567093,11.623902,347.298737,170.522522,-33.564262,347.089355,149.941177,129.347672,344.070251,85.925461,124.368164,342.174957,37.430248,-46.652119,341.448792,5.790670,-6.337729,340.272369,-22.728077,11.595216,347.425110,170.617096,-33.603752,347.035492,149.968735,-439.684387,12.245963,-462.565247,-449.577057,12.898556,-426.178650,-394.109467,14.443429,-408.193054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.481628,94.215401,-130.182022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,48.050000,-0.028067,0.157258,0.002440,0.987156,29.730206,343.738068,71.069054,129.142258,344.235046,85.960007,124.468689,342.201080,37.589283,-46.679310,341.600372,5.528122,-6.116988,340.074005,-22.747278,11.355331,347.275635,170.380508,-33.789104,347.042419,149.703659,129.267212,344.113556,86.041649,124.402077,342.238373,37.531273,-46.584637,341.427582,5.536245,-6.223383,340.256378,-22.890030,11.321054,347.418121,170.465057,-33.798073,346.982971,149.724136,-439.702911,12.252369,-462.563965,-449.581421,12.966618,-426.173126,-394.134125,14.456008,-408.187927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.233398,95.816017,-129.305145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,48.058333,-0.028064,0.156381,0.002559,0.987295,29.693491,343.742310,70.936890,129.078888,344.266510,86.003700,124.491478,342.233856,37.624676,-46.599365,341.586609,5.260780,-5.986657,340.073242,-22.942907,11.141971,347.269226,170.215881,-33.965759,347.024445,149.459183,129.204269,344.152710,86.072533,124.419830,342.260773,37.570919,-46.512341,341.424133,5.267949,-6.080627,340.255615,-23.127792,11.115624,347.424438,170.322525,-33.979748,346.955231,149.471542,-439.690063,12.252325,-462.563263,-449.568939,12.910692,-426.178986,-394.110138,14.455687,-408.193298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.484680,94.232620,-130.182907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.967170,693.044922,79.296761,,,,,,,,,,,,,,,,,,,,,,,,
5768,48.066667,-0.028015,0.155590,0.002759,0.987420,29.644562,343.714203,70.793648,129.005692,344.277924,86.018448,124.495987,342.251587,37.631859,-46.542919,341.537415,4.996024,-5.884820,340.046051,-23.143343,10.933824,347.216339,170.043625,-34.140751,346.955963,149.215256,129.120117,344.163879,86.083626,124.405922,342.269531,37.554638,-46.441250,341.328339,4.997464,-5.962066,340.265320,-23.350218,10.906422,347.360840,170.165787,-34.162094,346.895752,149.257507,-439.682465,12.229281,-462.565033,-449.573059,12.893338,-426.180573,-394.107758,14.425567,-408.193512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.373718,94.872345,-129.810638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.366241,693.932007,79.546791,,,,,,,,,,,,,,,,,,,,,,,,
5769,48.075000,-0.028145,0.154888,0.002891,0.987527,29.556072,343.721741,70.661026,128.895370,344.322449,86.026123,124.454773,342.284607,37.633621,-46.537594,341.505493,4.756235,-5.839253,340.022217,-23.325338,10.703882,347.237885,169.883728,-34.341118,346.957855,148.991714,129.031265,344.202637,86.105873,124.388565,342.310272,37.583775,-46.451469,341.313019,4.765343,-5.946434,340.235016,-23.503225,10.697010,347.400726,169.990768,-34.378555,346.885895,149.013245,-439.681427,12.249205,-462.568146,-449.575897,12.894718,-426.186188,-394.106415,14.451800,-408.198914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.974762,94.907799,-129.953003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.765312,694.819092,79.796829,,,,,,,,,,,,,,,,,,,,,,,,
5770,48.083333,-0.028304,0.154041,0.002934,0.987655,29.469307,343.696136,70.528053,128.782074,344.319244,86.062851,124.424606,342.266693,37.663410,-46.511131,341.447052,4.493870,-5.764552,339.963013,-23.517632,10.446811,347.237549,169.717346,-34.562347,346.943359,148.748428,128.913269,344.178314,86.147903,124.357368,342.298035,37.627426,-46.437927,341.244568,4.504930,-5.871799,340.195282,-23.693958,10.441547,347.443420,169.808167,-34.584011,346.839935,148.764694,-439.700134,12.235224,-462.564148,-449.572052,12.929657,-426.179199,-394.125275,14.437590,-408.192047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.528168,96.392151,-129.197601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.164383,695.706177,80.046860,,,,,,,,,,,,,,,,,,,,,,,,
5771,48.091667,-0.028208,0.153057,0.003019,0.987810,29.384304,343.680176,70.374420,128.665894,344.318817,86.106613,124.404984,342.276611,37.698147,-46.464371,341.431763,4.188918,-5.661946,339.962067,-23.741930,10.164128,347.194916,169.526550,-34.803230,346.896912,148.468185,128.790237,344.202515,86.174919,124.315216,342.297913,37.651714,-46.368351,341.244507,4.181323,-5.740310,340.183594,-23.917482,10.152098,347.372650,169.626953,-34.847958,346.803009,148.488647,-439.694427,12.289446,-462.554443,-449.581268,12.965112,-426.169983,-394.122498,14.490456,-408.182434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.660828,95.840157,-129.519028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,48.100000,-0.028392,0.152068,0.002906,0.987958,29.310583,343.636169,70.237617,128.560486,344.269714,86.168724,124.396469,342.209442,37.752586,-46.405403,341.370850,3.900930,-5.547197,339.885864,-23.947433,9.891918,347.191071,169.349640,-35.033138,346.890015,148.201202,128.711807,344.151184,86.249519,124.329445,342.230560,37.724655,-46.341011,341.162140,3.922051,-5.652079,340.118408,-24.145565,9.906871,347.349701,169.438324,-35.085590,346.822693,148.220169,-439.677124,12.222022,-462.566254,-449.567139,12.848691,-426.186127,-394.098572,14.412740,-408.198761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.932007,94.180550,-130.382217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,48.108333,-0.028505,0.151030,0.002911,0.988114,29.203484,343.622131,70.093353,128.419647,344.269196,86.232735,124.357521,342.198425,37.808388,-46.372795,341.335266,3.598280,-5.456032,339.848724,-24.163902,9.576346,347.195587,169.163635,-35.304157,346.885529,147.920959,128.525162,344.139618,86.317200,124.277084,342.232758,37.775635,-46.299969,341.129974,3.620297,-5.542418,340.085632,-24.360493,9.580216,347.387054,169.246078,-35.347324,346.793945,147.923187,-439.685455,12.253317,-462.563995,-449.573181,12.905392,-426.179443,-394.107666,14.455393,-408.191620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.005219,94.221519,-130.345001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,48.116667,-0.028476,0.149788,0.003028,0.988303,29.079159,343.594727,69.949425,128.254379,344.269012,86.337364,124.314186,342.202454,37.902767,-46.329632,341.293182,3.264978,-5.343022,339.821686,-24.394781,9.202862,347.151428,168.970612,-35.624191,346.830597,147.615555,128.390381,344.149719,86.404747,124.227982,342.239349,37.849163,-46.255692,341.097839,3.287823,-5.398711,340.034698,-24.584221,9.151774,347.295990,169.073715,-35.671040,346.766663,147.633926,-439.700562,12.263857,-462.560547,-449.580841,12.950649,-426.177368,-394.132904,14.460691,-408.190643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.982452,94.223404,-130.351669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,48.125000,-0.028702,0.148244,0.003349,0.988529,28.965847,343.636566,69.855591,128.089203,344.394409,86.550865,124.300896,342.308807,38.104958,-46.233887,341.253693,2.938323,-5.160520,339.805420,-24.593681,8.779680,347.210144,168.813461,-35.980648,346.846954,147.319565,128.357834,344.443787,86.758545,124.220871,342.192963,37.983604,-46.207420,341.110901,2.986261,-5.281062,340.009796,-24.788097,8.739344,347.306580,168.892349,-36.009556,346.783661,147.304626,-439.688354,12.262297,-462.559357,-449.559143,12.914999,-426.178101,-394.105621,14.473765,-408.187836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.916534,94.214943,-130.370300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,48.133333,-0.028899,0.147111,0.004295,0.988688,28.874105,343.700073,69.739014,127.958191,344.656982,86.655663,124.282333,342.559540,38.201607,-46.171001,341.161377,2.654105,-5.033413,339.792511,-24.785921,8.459765,347.242218,168.651215,-36.251606,346.787933,147.057388,128.303146,344.959259,87.018799,124.156998,342.235413,38.056046,-46.191685,341.036224,2.666162,-5.186934,340.047272,-25.040607,8.492928,347.335693,168.685577,-36.288433,346.665680,147.050262,-439.684143,12.234158,-462.568695,-449.569733,12.866134,-426.199738,-394.109131,14.427534,-408.199768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.846863,94.222862,-130.410797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,48.141667,-0.028652,0.146565,0.004841,0.988774,28.707998,343.706573,69.594482,127.772865,344.755219,86.617859,124.151054,342.685883,38.158531,-46.262585,341.134125,2.427578,-5.094247,339.826080,-24.969265,8.184135,347.162323,168.487076,-36.503605,346.675842,146.845078,128.136642,345.131531,87.026413,124.020439,342.259216,38.009209,-46.284111,341.006531,2.450986,-5.254140,340.105164,-25.226791,8.231585,347.227905,168.518692,-36.550785,346.580475,146.831650,-439.690125,12.236644,-462.571777,-449.572632,12.870119,-426.196411,-394.110901,14.438872,-408.197662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.773895,94.156738,-130.438889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,48.150000,-0.028530,0.146240,0.004149,0.988829,28.499527,343.631134,69.446594,127.553848,344.541565,86.539169,123.962997,342.479431,38.077236,-46.427647,341.165710,2.227254,-5.242044,339.801758,-25.140903,7.911440,347.110962,168.324982,-36.761814,346.687439,146.651779,127.817986,344.566162,86.783722,123.839905,342.306427,37.974281,-46.425335,340.968201,2.271837,-5.380133,340.079376,-25.373165,7.932096,347.226166,168.366348,-36.816994,346.626892,146.633987,-439.693390,12.269909,-462.561096,-449.568359,12.938797,-426.178223,-394.114990,14.470048,-408.185577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.708160,94.205200,-130.453979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,48.158333,-0.028568,0.145637,0.004082,0.988917,28.313812,343.570496,69.313370,127.347260,344.473846,86.526894,123.815445,342.407867,38.060780,-46.531384,341.105774,2.002738,-5.312488,339.735931,-25.314957,7.605223,347.060577,168.166214,-37.041550,346.639069,146.438477,127.548752,344.440399,86.757248,123.716415,342.320312,37.988815,-46.506947,340.894348,2.045155,-5.450081,340.005096,-25.556370,7.643291,347.228699,168.219498,-37.088322,346.540405,146.409210,-439.698761,12.279210,-462.555115,-449.580719,12.955263,-426.170197,-394.128845,14.465575,-408.181152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.652374,94.202194,-130.472900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,48.166667,-0.028678,0.144705,0.004033,0.989051,28.128889,343.500885,69.130524,127.129692,344.406586,86.530655,123.689293,342.330200,38.058414,-46.589222,341.022644,1.679346,-5.318884,339.646301,-25.560238,7.233893,347.012604,167.943390,-37.371819,346.587006,146.131546,127.360435,344.407196,86.715752,123.584976,342.232574,37.967224,-46.545609,340.806488,1.733590,-5.429785,339.932983,-25.801130,7.209982,347.153351,168.006683,-37.396145,346.508301,146.144440,-439.668182,12.245151,-462.568146,-449.565338,12.856033,-426.191620,-394.096527,14.423938,-408.200043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.544983,94.838684,-130.118393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,48.175000,-0.028945,0.143711,0.004096,0.989188,27.913639,343.500397,68.971504,126.879158,344.440430,86.569443,123.536385,342.339172,38.091434,-46.668568,340.969452,1.372047,-5.343398,339.590363,-25.784142,6.819852,347.055511,167.740570,-37.741966,346.607544,145.839630,127.066566,344.416199,86.755760,123.438225,342.269287,38.002968,-46.630795,340.755524,1.433198,-5.445144,339.880035,-26.016808,6.826121,347.253815,167.812668,-37.812786,346.499023,145.821014,-439.691864,12.255085,-462.567719,-449.583496,12.912823,-426.180725,-394.125793,14.432420,-408.191803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.745941,94.178070,-130.445984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,48.183333,-0.028706,0.142313,0.004285,0.989396,27.662756,343.463379,68.851807,126.578003,344.431671,86.728653,123.372452,342.355896,38.240284,-46.727985,340.941162,1.041368,-5.326038,339.592957,-25.999187,6.289791,346.955841,167.563065,-38.210056,346.502869,145.536606,126.780998,344.400787,86.914772,123.329613,342.289276,38.162636,-46.724850,340.731140,1.116672,-5.447412,339.869324,-26.232906,6.261384,347.114288,167.627975,-38.221001,346.412994,145.512589,-439.686890,12.295074,-462.551727,-449.576843,12.954901,-426.167206,-394.122040,14.478650,-408.178619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.236206,95.801369,-129.320023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,48.191667,-0.029058,0.140808,0.004358,0.989601,27.475491,343.433868,68.682861,126.335678,344.446442,86.859238,123.278030,342.338013,38.362728,-46.708225,340.842834,0.648603,-5.223952,339.490692,-26.265278,5.801832,346.983582,167.326492,-38.630791,346.501556,145.165359,126.508904,344.394043,87.012329,123.204391,342.286011,38.290482,-46.689049,340.645782,0.709238,-5.297110,339.751495,-26.490780,5.830656,347.173950,167.397827,-38.697407,346.385803,145.165802,-439.697479,12.260285,-462.564667,-449.576813,12.920775,-426.173523,-394.127747,14.439403,-408.185974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.238312,95.818306,-129.309235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,48.200000,-0.028642,0.138754,0.004500,0.989902,27.272581,343.457642,68.560455,126.056419,344.481323,87.146729,123.200081,342.415680,38.636112,-46.628208,340.907257,0.217453,-5.032534,339.590820,-26.525705,5.189875,346.912598,167.116699,-39.150520,346.438171,144.771423,126.192078,344.321899,87.245804,123.212280,342.442993,38.636864,-46.645382,340.656982,0.267809,-5.148510,339.895325,-26.797586,5.217266,347.156616,167.182266,-39.205528,346.314178,144.792007,-439.679535,12.260640,-462.563873,-449.576599,12.902735,-426.176453,-394.109375,14.446446,-408.186707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.386292,94.906288,-129.813690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
