x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
-0.027011479,-0.057872672,0.273790989,0.057497154,0.06096719,0.006701991,0.996459815,-28.94200825,-37.43329645,-23.73238061,-10.86967065,-12.2210117,-13.98328722,-27.49737913,-14.38215131,-11.33931272
-0.021840341,-0.078080563,0.277463889,0.065969031,0.09384412,0.009992727,0.993348636,-29.71862698,-42.450741,-26.20510081,-5.136550243,-8.396331157,-12.03494487,-31.72190568,-14.27458327,-11.24952662
-0.017458987,-0.078713564,0.279625748,0.064516841,0.103304646,0.011479089,0.99248877,-30.87669103,-45.13381054,-28.1950085,-6.90665249,2.819365014,-14.79695408,-35.34701816,-16.43312851,-12.73591239
-0.012975583,-0.093622599,0.28323014,0.07394861,0.127973733,0.016851119,0.988873281,-31.65330976,-50.15125509,-30.6677287,-1.173532082,6.644045559,-12.84861173,-39.57154471,-16.32556046,-12.64612629
-0.00743691,-0.084341843,0.284732548,0.056293756,0.137040641,0.01547541,0.98884346,-31.57520604,-52.81415623,-30.87730633,-7.16475606,-10.86984223,-15.94442487,-43.73669076,-18.94229113,-14.47448881
0.00340061,-0.070221722,0.286690791,0.031212422,0.136963768,0.011992844,0.990011557,-31.68137966,-51.99424487,-30.57829021,-13.45436871,-11.97923784,-16.61006224,-48.12654384,-23.65096517,-16.93976538
0.006627208,-0.061152039,0.288517408,0.023724715,0.152573305,0.01125787,0.987943209,-32.89541462,-51.71573976,-29.63357097,-15.31978702,-17.84087954,-20.06578749,-52.47904341,-24.68866752,-18.03658493
0.016529624,-0.047515325,0.290885995,-0.003471545,0.150065898,0.008919873,0.988629663,-33.00158824,-50.8958284,-29.33455485,-21.60939967,-18.95027515,-20.73142485,-56.8688965,-29.39734155,-20.5018615
0.022030722,-0.0358608,0.292751443,-0.02109352,0.158773672,0.006054554,0.987071085,-32.31169253,-49.74662016,-28.63768716,-24.11191516,-24.6107938,-22.49210616,-61.01507282,-31.44552974,-22.80790957
0.030115355,-0.024171951,0.295813783,-0.046437002,0.156981607,0.004501188,0.98649892,-32.41786615,-48.9267088,-28.33867105,-30.4015278,-25.72018941,-23.15774353,-65.40492591,-36.15420377,-25.27318614
0.035789334,-0.009189276,0.299098233,-0.068069988,0.165596353,0.002695783,0.983837922,-32.27600511,-47.56714901,-27.84072915,-35.39759187,-30.60514654,-26.39590286,-70.27294061,-37.95763488,-26.98384846
0.042369971,0.002932859,0.30351633,-0.094914187,0.16086883,0.003766408,0.982394183,-32.38217874,-46.74723765,-27.54171303,-41.68720452,-31.71454215,-27.06154023,-74.66279369,-42.66630891,-29.44912504
0.053538774,0.004646554,0.303937793,-0.090464697,0.163796889,0.001851158,0.98233563,-32.04244453,-44.78953369,-26.95603226,-40.66660681,-32.6795428,-27.71913315,-73.83557601,-47.43674922,-32.61607078
0.063676471,0.00551063,0.305302129,-0.089694993,0.163504403,0.000976555,0.98245619,-31.60172766,-42.72665395,-26.09481438,-38.5677834,-34.3817627,-28.74046509,-71.56927752,-54.93481098,-36.53532365
0.082845602,-0.002627077,0.304630011,-0.076772513,0.16480713,-0.000192955,0.983333389,-30.91150212,-40.6413621,-25.14636505,-37.08307284,-28.66537298,-25.30492752,-70.77251943,-59.86906201,-40.07842295
0.098623854,-0.002556642,0.308127302,-0.074931722,0.165431664,-0.000567359,0.983370368,-30.47078525,-38.57848237,-24.28514717,-34.98424942,-30.36759287,-26.32625946,-68.50622094,-67.36712377,-43.99767582
0.11833908,-0.008908685,0.310411217,-0.060781739,0.165282822,-0.002270599,0.98436884,-30.13031405,-36.72939657,-23.53031357,-33.19248243,-24.23550796,-24.21915664,-67.42469265,-74.25828016,-49.45385191
0.142104411,-0.015037202,0.316947055,-0.062230977,0.195209736,-0.004048548,0.978776825,-24.84438321,-33.20943762,-21.36326308,-27.9580865,-20.16479777,-21.77673053,-71.08928903,-78.59302903,-51.21415532
0.166579493,-0.017058321,0.323415027,-0.05753198,0.228051089,-0.011400252,0.971881066,-17.05857521,-29.42137565,-19.02440472,-22.57721878,-17.57693518,-20.77008704,-72.4962705,-83.14932521,-54.49292035
0.19150417,-0.021693992,0.33374331,-0.059084952,0.262061101,-0.015365835,0.963118289,-11.77264438,-25.9014167,-16.85735423,-17.34282284,-13.50622499,-18.32766093,-76.16086688,-87.48407407,-56.25322376
0.197280727,-0.007512981,0.340199041,-0.081296733,0.285554701,-0.015054625,0.954789355,-18.51226083,-24.50644817,-17.72910607,-20.87576323,-19.209528,-22.17710612,-82.36465808,-88.861103,-56.34619647
0.196778329,0.005000891,0.344717513,-0.100599464,0.304069157,-0.016611518,0.947177783,-19.52681586,-23.47053117,-17.48676184,-25.75693951,-24.02140721,-24.85866,-88.94725673,-86.37735827,-55.37993839
0.191594479,0.013774727,0.34733758,-0.124311701,0.318459497,-0.014450958,0.939638931,-19.50390161,-24.2050884,-19.30146565,-28.98899784,-27.10399832,-26.54915954,-94.36545165,-87.39900037,-53.7432957
0.191050549,0.024516531,0.353025305,-0.143694512,0.330183954,-0.015399209,0.932787922,-20.51845664,-23.16917139,-19.05912142,-33.87017412,-31.91587752,-29.23071342,-100.9480503,-84.91525565,-52.77703761
0.177993823,0.028460987,0.352612835,-0.16670764,0.336492518,-0.008851506,0.926770197,-20.18927703,-30.7434915,-21.9453012,-38.15179143,-33.23811268,-31.34174012,-107.3234471,-83.28420433,-51.40058722
0.178267037,0.041410518,0.36050056,-0.191414921,0.352023304,-0.012546189,0.916123635,-21.20383206,-29.70757449,-21.70295698,-43.03296771,-38.04999189,-34.023294,-113.9060457,-80.8004596,-50.43432914
0.16791853,0.043362606,0.36485372,-0.214300072,0.369751941,-0.006319853,0.90405699,-21.77151977,-35.60177605,-25.27487476,-47.68936451,-41.49204907,-35.0695843,-121.2100434,-76.64306158,-47.7629749
0.153204667,0.054786509,0.361843771,-0.237279614,0.342196192,-0.002425691,0.909172298,-21.74441845,-36.52844867,-25.62711787,-54.57133477,-37.50308605,-32.96400959,-117.9501583,-72.04093532,-45.35081857
0.122036068,0.070374859,0.353961758,-0.257273166,0.303428339,-0.002088604,0.917462478,-21.34388346,-37.47018057,-26.91149198,-61.34091529,-47.45421201,-37.99080308,-116.4759728,-66.15198241,-41.86111416
0.108919534,0.07889641,0.353618749,-0.276473021,0.278255711,-0.000992589,0.919856208,-21.31678213,-38.39685319,-27.26373509,-68.22288556,-43.46524899,-35.88522837,-113.2160877,-61.54985615,-39.44895783
0.089524926,0.089257576,0.350886897,-0.287756856,0.250352881,0.001965474,0.92440011,-20.95296397,-39.78105545,-29.13204371,-74.29866095,-52.74633046,-39.74583777,-111.3740524,-60.50431657,-37.47302747
0.076252134,0.097964607,0.351486554,-0.307102599,0.226096261,0.001499771,0.924427512,-20.92586264,-40.70772807,-29.48428682,-81.18063121,-48.75736744,-37.64026306,-108.1141673,-55.9021903,-35.06087114
0.07006895,0.105450122,0.349952686,-0.31436754,0.205192981,0.005882872,0.926841023,-19.38026495,-39.29745884,-29.42651753,-82.97692334,-54.61556827,-40.46365939,-106.3987969,-58.70449238,-36.01970347
0.070539734,0.117840464,0.352518245,-0.317341652,0.20277828,-0.000901608,0.926377047,-18.00302568,-37.28342479,-28.31071549,-82.02631291,-63.06374686,-44.57896367,-105.0995017,-61.60350112,-37.36042283
0.08305494,0.108135429,0.351252127,-0.319045375,0.209229826,0.01026752,0.924298386,-16.9166072,-36.39627315,-28.39892983,-80.04915376,-55.89193657,-40.17331397,-105.767169,-62.05415652,-38.21019867
0.084955964,0.123212894,0.354701497,-0.322789075,0.209077929,0.00073809,0.923088884,-15.53936793,-34.38223911,-27.28312779,-79.09854333,-64.34011515,-44.28861825,-104.4678738,-64.95316526,-39.55091803
0.091592972,0.128702755,0.35604159,-0.329691377,0.198710268,0.005281928,0.922924659,-14.23253905,-31.20664626,-26.84433394,-79.95965853,-64.6782993,-42.49344554,-102.2770598,-66.62799733,-41.24616563
0.087548156,0.140727333,0.357948917,-0.325920038,0.195103259,-0.004777675,0.925034065,-12.85529978,-29.19261221,-25.72853191,-79.0090481,-73.12647789,-46.60874982,-100.9777646,-69.52700607,-42.58688498
0.095574822,0.149938218,0.359341822,-0.32271002,0.186155951,-0.003177698,0.928005445,-12.4132657,-24.64779877,-25.17623396,-78.21430049,-76.54465925,-47.84381561,-99.38271,-72.71392648,-44.55486846
0.090498636,0.161391032,0.361740486,-0.310547708,0.179060515,-0.013456069,0.933443296,-11.03602643,-22.63376472,-24.06043193,-77.26369006,-84.99283784,-51.95911989,-98.0834148,-75.61293521,-45.89558782
0.091980812,0.165280185,0.360426251,-0.292213144,0.160294007,-0.006623926,0.942800845,-16.20138975,-21.07934098,-24.57638194,-77.29101103,-88.37601782,-54.55930492,-95.5862399,-78.50589978,-49.72493923
0.085204128,0.178750948,0.363903393,-0.275771539,0.151094685,-0.016954083,0.949122233,-14.82415048,-19.06530693,-23.4605799,-76.3404006,-96.8241964,-58.6746092,-94.2869447,-81.40490852,-51.06565859
0.082006461,0.179733682,0.363185837,-0.243119164,0.137735563,-0.017802333,0.960002637,-23.76821251,-19.83107803,-24.88565389,-75.12875587,-103.0398757,-62.40735386,-93.13870965,-84.67589517,-54.47569397
0.078074351,0.167091047,0.36083716,-0.227952028,0.14195498,-0.017746439,0.963105249,-31.9462896,-22.67994788,-26.59497579,-76.1834148,-101.9770671,-62.16083653,-96.93186937,-84.0600081,-54.45263742
0.081236868,0.166423368,0.363224041,-0.234964444,0.151797879,-0.02090451,0.959850048,-31.71001733,-24.2187203,-28.67473571,-77.33255658,-104.0730088,-61.87303939,-98.92555915,-85.65510999,-53.21423889
0.076670179,0.150979795,0.361005066,-0.209228102,0.155067639,-0.020073886,0.96528476,-39.88809442,-27.06759014,-30.38405762,-78.38721551,-103.0102002,-61.62652206,-102.7187189,-85.03922292,-53.19118234
0.073337059,0.143765479,0.361316339,-0.209246788,0.162016555,-0.023254151,0.96406725,-40.85899684,-31.81141127,-34.52859853,-79.93911587,-104.4267667,-61.35936483,-105.7621436,-85.00383033,-51.66045479
0.068315503,0.127122569,0.359246786,-0.183788833,0.169223376,-0.022542247,0.968027355,-49.03707393,-34.66028112,-36.23792044,-80.9937748,-103.3639581,-61.1128475,-109.5553033,-84.38794326,-51.63739824
0.064547686,0.109933506,0.357295996,-0.161994266,0.181391437,-0.022067138,0.969725758,-54.43656368,-38.68162661,-39.23985185,-81.09705444,-103.090837,-60.03101022,-112.9735956,-83.76230343,-51.0105062
0.057308851,0.096067206,0.355851018,-0.138863163,0.179479258,-0.018274166,0.973740352,-62.61464077,-41.53049645,-40.94917376,-82.15171337,-102.0280284,-59.78449289,-116.7667553,-83.14641636,-50.98744965
0.04959184,0.078995362,0.355394934,-0.11499618,0.187004331,-0.016191287,0.975470707,-71.50342419,-32.81560412,-42.47980041,-83.48068266,-101.5850636,-59.64531558,-121.0474812,-80.20065291,-50.58747535
0.042842044,0.06080343,0.355001412,-0.083492914,0.191347862,-0.013355855,0.977873484,-79.68150127,-35.66447397,-44.18912232,-84.53534159,-100.522255,-59.39879826,-124.840641,-79.58476584,-50.5644188
0.051481146,0.050641429,0.356927909,-0.074864067,0.210251345,-0.012670835,0.97469441,-80.91706795,-56.3685561,-45.05135263,-84.52318891,-95.68359825,-59.02427529,-128.0712093,-87.1725748,-48.38592982
0.069144575,0.04521275,0.361106575,-0.073871847,0.226199997,-0.012508313,0.971195168,-83.14728145,-56.45451933,-45.10293057,-82.79888106,-93.31001964,-57.84608231,-131.9579945,-94.12532195,-51.87089972
0.089839129,0.031302169,0.36437367,-0.056702599,0.247984384,-0.012800083,0.967018469,-85.40517154,-57.84954201,-46.30983469,-80.20565079,-91.35390198,-58.56972433,-135.4416712,-97.79560001,-57.84914018
0.106271645,0.024532118,0.370306695,-0.048436752,0.26565409,-0.014829789,0.962736653,-87.63538505,-57.93550524,-46.36141263,-78.48134293,-88.98032338,-57.39153135,-139.3284564,-104.7483472,-61.33411008
0.130331938,0.008388266,0.377521704,-0.02939136,0.295898381,-0.020660628,0.954543574,-89.72943685,-59.50099819,-45.79065366,-76.69757387,-85.76547525,-57.68925588,-143.6136873,-109.6848598,-69.51571526
0.148784475,0.002668879,0.385538413,-0.027128318,0.31460942,-0.023693773,0.948537597,-91.95965036,-59.58696142,-45.84223159,-74.97326601,-83.39189664,-56.5110629,-147.5004725,-116.6376069,-73.00068516
0.167106905,-0.009198361,0.393739039,-0.013984621,0.336010524,-0.03117035,0.941238422,-93.82178301,-61.98768951,-45.13264108,-73.14422755,-80.59768327,-57.87082867,-151.5864806,-122.9572368,-78.6839727
0.182391395,-0.016228225,0.402434331,-0.007771721,0.351819425,-0.034923453,0.935383903,-96.05199651,-62.07365273,-45.18421901,-71.41991969,-78.22410467,-56.69263569,-155.4732658,-129.909984,-82.1689426
0.201991213,-0.030219676,0.414290651,0.013106689,0.376397094,-0.0500458,0.925012898,-98.17316959,-63.16699839,-44.40521272,-69.04324654,-75.64020868,-57.38342208,-158.6346624,-136.2461725,-86.52807132
0.190381349,-0.036282458,0.406861846,0.035598841,0.346212469,-0.0498874,0.936152176,-100.6365573,-63.31071617,-44.49144339,-67.43940267,-73.37719479,-56.26628692,-148.1268539,-137.4522363,-87.145475
0.186800256,-0.044666802,0.399819567,0.074370799,0.2981142,-0.057411597,0.949895161,-103.1204247,-42.73312517,-41.38738194,-63.70937616,-71.98402221,-44.68364144,-140.256351,-139.7750208,-86.99995809
0.177416115,-0.047047411,0.394384519,0.097752965,0.260562824,-0.058123786,0.958735103,-105.5838124,-42.87684295,-41.47361261,-62.1055323,-69.72100832,-43.56650627,-129.7485425,-140.9810846,-87.61736177
0.175517246,-0.054596532,0.398643309,0.109256197,0.266024398,-0.075029913,0.954811298,-107.3864316,-58.5203027,-40.84324842,-61.52464202,-67.24691545,-53.45446915,-133.2972693,-144.8876333,-79.49772046
0.172941347,-0.068583001,0.40133183,0.11614321,0.279752205,-0.068835119,0.950532054,-109.0288109,-66.22441684,-44.73303029,-59.53184306,-64.26290192,-52.00018718,-136.8773432,-144.0358217,-79.10953945
0.180209666,-0.07724196,0.40790742,0.133473006,0.293856206,-0.084827302,0.942675881,-110.4513101,-65.37320379,-44.33773914,-58.46999845,-60.78384871,-55.31702764,-138.8667436,-146.7631902,-82.58062829
0.177931635,-0.091863767,0.411755095,0.138820593,0.311578459,-0.074337676,0.937081436,-112.0936894,-73.07731793,-48.22752101,-56.47719949,-57.79983518,-53.86274567,-142.4468175,-145.9113786,-82.19244728
0.188059546,-0.107133281,0.421109174,0.155869801,0.337027866,-0.078505215,0.925177688,-113.8511287,-74.02876848,-48.69976636,-53.9748777,-55.69330182,-52.99402492,-145.8315547,-147.3741571,-84.2589012
0.187954119,-0.116454927,0.425531866,0.160307533,0.350221663,-0.072237942,0.920015196,-115.493508,-81.73288262,-52.58954823,-51.98207875,-52.70928829,-51.53974295,-149.4116287,-146.5223454,-83.87072018
0.19171196,-0.141741164,0.435318083,0.182128453,0.381101325,-0.058191956,0.904546684,-117.4184173,-83.88566496,-55.37056185,-49.95951837,-52.26401484,-36.42824159,-152.2940342,-146.4528289,-84.93485664
0.191066091,-0.150107771,0.44033951,0.185909408,0.393843975,-0.04941612,0.898822932,-119.0607966,-91.58977911,-59.26034372,-47.96671942,-49.28000131,-34.97395962,-155.8741082,-145.6010172,-84.54667562
0.192591609,-0.163130631,0.449436609,0.193611335,0.423160884,-0.034120979,0.884468923,-120.3194409,-96.96822735,-65.82074146,-46.85903975,-47.86535782,-47.69106796,-158.9553479,-145.8153531,-87.20965334
0.189900743,-0.175633362,0.45630301,0.200270216,0.433430608,-0.01792243,0.878469428,-121.9618202,-104.6723415,-69.71052333,-44.8662408,-44.88134429,-46.23678599,-162.5354219,-144.9635415,-86.82147233
0.191925842,-0.191881454,0.468267703,0.212172235,0.464103385,0.001170249,0.859993966,-124.612332,-110.2386227,-75.01061313,-42.56600149,-44.70701578,-44.51819918,-166.8410787,-144.3448037,-88.40887069
0.189975326,-0.202587951,0.476386921,0.21488307,0.47601072,0.020922279,0.852526433,-126.2547113,-117.9427368,-78.90039501,-40.57320253,-41.72300225,-43.06391721,-170.4211526,-143.492992,-88.02068967
0.170132785,-0.198949429,0.464251798,0.215296703,0.45966543,0.024203769,0.861260239,-127.0083685,-118.99996,-76.62079905,-42.02200386,-44.18818045,-44.77661286,-165.7853958,-138.086646,-83.21171813
0.16309955,-0.195675527,0.45773982,0.211272912,0.44157061,0.023869404,0.871670468,-125.3829595,-117.0010997,-75.58604912,-43.99952536,-45.24851614,-45.27146094,-158.6118476,-132.7137631,-80.4899569
0.135337764,-0.183401156,0.434556458,0.20102462,0.396520274,0.025584624,0.895380479,-123.2220835,-117.8802812,-73.25387618,-46.38768677,-45.21127309,-47.0502328,-154.1321951,-126.7991486,-76.72459051
0.126783527,-0.181113591,0.428482928,0.200495868,0.375226429,0.023704518,0.904679296,-121.5966744,-115.8814209,-72.21912625,-48.36520828,-46.27160878,-47.54508088,-146.9586468,-121.4262657,-74.00282928
0.093617737,-0.166608799,0.404208954,0.188101287,0.319165112,0.025095537,0.928505116,-116.4035319,-115.6215814,-69.26066482,-50.17304974,-46.03315509,-48.75689084,-137.2320464,-115.182517,-70.38426548
0.082761226,-0.163522677,0.397573028,0.188645807,0.289516576,0.022325834,0.938133503,-114.7781229,-113.6227211,-68.22591489,-52.15057124,-47.09349078,-49.25173892,-130.0584982,-109.8096341,-67.66250425
0.057413055,-0.150707915,0.382608328,0.177413278,0.24930614,0.022279434,0.95177445,-113.9188471,-111.8933713,-66.30430921,-53.96825272,-47.65443179,-48.30506794,-123.1834238,-103.9263183,-65.09234173
0.046326187,-0.147190798,0.377890438,0.177872617,0.221492995,0.019141215,0.958611391,-112.293438,-109.8945109,-65.26955929,-55.94577422,-48.71476748,-48.79991602,-116.0098756,-98.55343535,-62.3705805
0.018155299,-0.13366948,0.365908134,0.173077322,0.180523345,0.020967147,0.967995837,-111.0510956,-107.7304059,-62.06638148,-57.16837571,-49.75040582,-48.42400457,-109.2105643,-91.50033598,-57.02461863
0.005552104,-0.128889731,0.361862618,0.175974587,0.151706269,0.018549964,0.972457738,-109.4256865,-105.7315455,-61.03163156,-59.14589722,-50.81074151,-48.91885264,-102.037016,-86.12745307,-54.3028574
-0.022590928,0.00482156,0.251766666,-0.002058513,-0.001058578,0.005241621,0.999983584,-4.2,-6.525,-4.125,-3.825,-6.45,-5.775,-3.9,-4.575,-7.575
-0.023276631,-0.0094775,0.255000299,0.038419671,-0.002840072,0.002970289,0.999253241,-12.52207797,-5.909709874,-3.755825925,-4.281410986,-5.934745768,-5.455846087,-5.978896715,-7.880129826,-9.166034043
-0.028360206,-0.019581938,0.260735748,0.065262432,-0.009280612,0.001440618,0.997823937,-21.66915595,-14.25691975,-6.649151849,-6.275321972,-8.944491535,-9.299192174,-8.28279343,-11.44775965,-13.64456809
-0.02690688,-0.033619567,0.26586685,0.098761302,-0.010123818,-0.001518399,0.995058495,-29.99123392,-13.64162962,-6.279977774,-6.731732957,-8.429237303,-8.980038261,-10.36169014,-14.75288948,-15.23560213
-0.033183143,-0.044712824,0.272207147,0.12768998,-0.014039891,-0.001284565,0.991713921,-38.2758119,-21.1825895,-11.1420537,-8.481893943,-13.20148307,-12.99213435,-13.30308686,-17.5142693,-17.74538617
-0.035010436,-0.058163407,0.27871363,0.164926094,-0.018029461,-0.005782839,0.986124171,-46.59788987,-20.56729937,-10.77287962,-8.938304929,-12.68622884,-12.67298044,-15.38198357,-20.81939913,-19.33642021
-0.039722731,-0.069337255,0.285397265,0.194153732,-0.02202125,-0.005225694,0.98070999,-54.30121784,-30.03013425,-15.41933055,-9.816590915,-15.63972461,-15.86945152,-17.29213029,-24.45265395,-21.16182926
-0.041213518,-0.080169127,0.292431464,0.225270022,-0.027430983,-0.010125741,0.973857499,-62.62329582,-29.41484412,-15.05015647,-10.2730019,-15.12447037,-15.55029761,-19.371027,-27.75778378,-22.7528633
-0.050325456,-0.091794811,0.301133349,0.260432784,-0.03016741,-0.011634092,0.964950434,-71.46099879,-36.2386165,-18.6887949,-11.16535039,-17.61859114,-19.1639562,-20.91554872,-32.0519761,-18.98608484
-0.061471376,-0.082097463,0.300575483,0.24806604,-0.032946662,-0.002170306,0.968180276,-69.49504235,-38.83986375,-19.90316971,-13.78417346,-23.51487945,-22.02585153,-22.25040004,-27.2690494,-16.50837267
-0.059077171,-0.074031111,0.297951249,0.229323059,-0.030434013,0.000830789,0.9728741,-68.53689841,-37.36064225,-19.67145076,-15.94596529,-24.76585527,-22.12915312,-23.91806387,-26.28065394,-20.05175425
-0.070305532,-0.063031044,0.298038481,0.217390664,-0.035840904,0.008517588,0.975389245,-66.57094197,-39.9618895,-20.88582557,-18.56478837,-30.66214358,-24.99104846,-25.25291519,-21.49772724,-17.57404208
-0.059559115,-0.05224458,0.295065635,0.196023738,-0.025857225,0.006684447,0.980235388,-65.55889177,-34.74790238,-20.0271535,-19.83009583,-32.88577564,-19.72364692,-27.20417276,-24.31206616,-19.90687679
-0.069105684,-0.041658693,0.295828855,0.183592554,-0.02888338,0.010855206,0.982518035,-63.59293533,-37.34914963,-21.24152831,-22.4489189,-38.78206395,-22.58554226,-28.53902409,-19.52913946,-17.42916462
-0.062175813,-0.024384511,0.293513306,0.158306241,-0.021955904,0.010356641,0.987091593,-62.32893202,-33.49277969,-20.51937968,-24.09098417,-40.81702414,-27.90778916,-30.48207853,-24.84484556,-19.38172588
-0.072225036,-0.013020679,0.294924555,0.145870981,-0.024914398,0.014519139,0.988883271,-60.36297557,-36.09402695,-21.73375449,-26.70980725,-46.71331245,-30.7696845,-31.81692986,-20.06191886,-16.90401371
-0.065660673,0.004071964,0.293757619,0.118004405,-0.01703073,0.014734962,0.992757672,-58.59799569,-32.39146561,-21.30486758,-28.31525142,-51.4289367,-32.53675562,-34.13088274,-23.40330856,-20.46643826
-0.059372545,0.007876996,0.295211389,0.089672893,-0.024445598,0.013054083,0.995585645,-57.69706383,-35.24386962,-23.15983493,-36.19886911,-49.87192725,-32.18701623,-37.23615227,-27.69096195,-23.0390303
-0.058396833,0.016328087,0.296563969,0.052849042,-0.039592787,0.011662412,0.997749156,-56.74662024,-35.69436934,-23.66817142,-43.42579735,-48.02458576,-32.71486473,-38.80597258,-29.59077355,-23.00669069
-0.054104947,0.020849529,0.299585855,0.025511299,-0.052912211,0.011771418,0.99820384,-55.84568837,-38.54677336,-25.52313876,-51.30941504,-46.4675763,-32.36512535,-41.9112421,-33.87842694,-25.57928273
-0.053253884,0.033060183,0.302308828,-0.023512423,-0.070590385,0.012854102,0.997145393,-53.87000064,-39.44822522,-25.80479068,-59.539688,-44.99040083,-33.5041799,-44.77378702,-34.72215944,-25.27440894
-0.048006631,0.038915799,0.30652017,-0.048436774,-0.075312858,0.014717054,0.995874119,-52.96906877,-42.30062924,-27.65975803,-67.4233057,-43.43339138,-33.15444051,-47.87905654,-39.00981283,-27.84700098
-0.052647483,0.053908853,0.31153004,-0.087965923,-0.093560529,0.016994821,0.991574304,-52.65575898,-43.20255718,-28.80306766,-75.48025102,-50.31629891,-35.7240981,-49.66296376,-40.82550578,-28.23086011
-0.047770763,0.060639431,0.316635255,-0.113047711,-0.104871748,0.020016318,0.987836767,-51.75482711,-46.0549612,-30.65803501,-83.36386871,-48.75928946,-35.37435871,-52.76823329,-45.11315917,-30.80345214
-0.054414347,0.077092209,0.323394914,-0.155404614,-0.115286268,0.019482458,0.98090719,-51.29770628,-48.15712718,-32.8321735,-90.95915022,-55.2472385,-39.55931781,-56.26282166,-43.43983234,-31.15667772
-0.042606085,0.062977514,0.320357186,-0.146133459,-0.104871865,0.020243188,0.983482139,-48.62600877,-48.6929463,-32.62722739,-86.3482716,-49.35967909,-36.14268243,-54.77123899,-47.72459394,-32.82620286
-0.0368914,0.05586036,0.314424777,-0.141695871,-0.084806069,0.015990503,0.986141224,-46.17621677,-49.0036464,-31.83186685,-81.74322488,-50.19459893,-34.7683963,-55.42431574,-46.62886544,-31.58604476
-0.02289189,0.045622753,0.312653732,-0.136594394,-0.075253854,0.017743894,0.987605176,-43.50451926,-49.53946552,-31.62692074,-77.13234626,-44.30703952,-31.35176093,-53.93273306,-50.91362704,-33.2555699
-0.011196301,0.040471132,0.308726368,-0.141031035,-0.05570759,0.020311508,0.988227886,-40.19377451,-50.26272512,-31.05176742,-73.04938359,-39.38071974,-32.93130018,-54.4884801,-53.18314359,-33.69525342
-0.000367742,0.029021751,0.307549016,-0.133221391,-0.041995825,0.021140942,0.98997044,-37.522077,-50.79854424,-30.84682131,-68.43850496,-33.49316033,-29.51466481,-52.99689743,-57.4679052,-35.36477855
0.00260874,0.026120153,0.304461517,-0.134236627,-0.039046118,0.024451852,0.989877788,-34.60585587,-51.95308361,-29.85677159,-65.96658432,-33.03622073,-31.44611674,-51.32897961,-61.79504428,-31.09438288
0.017524248,0.009963747,0.30353711,-0.118571474,-0.019631579,0.026496035,0.992397787,-31.93415836,-52.48890273,-29.65182548,-61.35570569,-27.14866132,-28.02948137,-49.83739693,-66.07980588,-32.76390801
-0.003837235,0.014144544,0.302283742,-0.11797133,-0.053063946,0.021485119,0.991365408,-35.73026106,-55.68916165,-30.24749528,-63.62241508,-29.79708017,-31.71285171,-46.05799656,-62.27094768,-32.59669635
-0.021187434,0.01457997,0.303890226,-0.100695775,-0.075131214,0.02012556,0.991872282,-40.92362556,-57.08006045,-31.01071689,-66.01964549,-34.08018912,-33.92217839,-42.29176376,-57.69090075,-30.37444509
-0.050224339,0.011690866,0.304420547,-0.078442114,-0.116705101,0.014018033,0.989964772,-44.96835916,-57.42563932,-32.1401626,-67.82661539,-34.62095302,-33.19352689,-38.81894717,-52.22144818,-30.15471362
-0.064942082,0.012571107,0.307294935,-0.067351288,-0.136213703,0.013446476,0.988295919,-50.16172367,-58.81653812,-32.90338421,-70.22384579,-38.90406197,-35.40285357,-35.05271437,-47.64140124,-27.93246236
-0.094039153,0.009904228,0.311645909,-0.046132205,-0.181946588,0.008860075,0.982185704,-54.55577272,-59.75977696,-33.92471787,-71.95094594,-39.29099839,-33.96819117,-30.98318967,-40.14165149,-27.086471
-0.110909636,0.011569182,0.316073984,-0.032682352,-0.197705503,0.010590893,0.979659242,-59.74913723,-61.15067576,-34.68793948,-74.34817634,-43.57410734,-36.17751785,-27.21695687,-35.56160455,-24.86421974
-0.130403373,0.006253812,0.322349197,-0.006028885,-0.238428367,0.008452951,0.971104585,-65.06784401,-61.79274458,-35.43021711,-76.18534162,-44.63413002,-34.31484999,-23.59907812,-29.67170621,-25.73009843
-0.148711681,0.007283971,0.329215072,0.009735576,-0.261422188,0.010613251,0.9651171,-70.26120852,-63.18364338,-36.19343872,-78.58257202,-48.91723897,-36.52417667,-19.83284532,-25.09165927,-23.50784717
-0.160702337,-0.001435391,0.335191774,0.031330817,-0.296107714,0.007899364,0.954607878,-74.54224416,-63.90012719,-37.32118834,-80.47476986,-47.91380479,-34.97250608,-16.06578954,-26.53168663,-23.72966088
-0.176879702,-0.001007201,0.341941084,0.045060387,-0.316954741,0.009132711,0.947325629,-79.73560867,-65.291026,-38.08440995,-82.87200027,-52.19691373,-37.18183276,-12.29955674,-21.9516397,-21.50740962
-0.185340463,-0.005300523,0.351227788,0.072489481,-0.357193088,0.010066258,0.931158979,-86.87280874,-64.1697173,-39.10489556,-85.16671439,-51.88675112,-36.3856608,-8.532912454,-25.33162991,-23.58219084
-0.201188344,-0.002067647,0.36028925,0.086466057,-0.379198919,0.015941216,0.921128481,-92.06617325,-65.56061611,-39.86811717,-87.56394479,-56.16986006,-38.59498748,-4.766679652,-20.75158297,-21.35993958
