x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,mass,l0,l1,l2,l3,l4,l5,l6,l7,l8
0.136112823,0.246844528,0.201609645,-0.401450104,0.032845764,0.134874082,0.905299924,0,-42.2029394,-27.05823882,-37.2866602,-137.4502268,-140.3867643,-81.22203982,-121.1152249,-138.4362282,-98.30309364
0.147373805,0.269980838,0.220653637,-0.432668812,0.068473091,0.094850474,0.893930938,0,-35.38257164,-24.73704937,-31.87808808,-136.801356,-143.3931441,-87.50420276,-124.953179,-142.7877184,-84.52963454
0.154553755,0.274155589,0.227518727,-0.446272169,0.082403352,0.086178565,0.886918313,0,-27.10740803,-23.70035943,-31.25607411,-137.1435323,-146.0138094,-88.7108664,-128.4402845,-144.726321,-85.39526683
0.158829277,0.257752444,0.217945615,-0.420363538,0.102500254,0.05506713,0.899864326,0,-34.03696161,-22.81108399,-32.99165079,-131.98119,-142.8335199,-87.73941128,-127.5882702,-147.3370975,-75.79275606
0.161362094,0.250737522,0.211959157,-0.399801292,0.110579327,0.048496613,0.908613899,0,-33.93911726,-22.93905831,-32.99550654,-126.4893712,-136.5353732,-84.53020651,-124.3108315,-144.6914301,-74.40979099
0.162336632,0.223155483,0.192082401,-0.3756253,0.121320315,0.04592992,0.917647785,0,-33.52997188,-22.25840774,-33.86522276,-120.6372907,-129.5461551,-78.16487657,-121.646105,-142.3489847,-69.36705306
0.166317529,0.21354187,0.187247487,-0.360276383,0.130050289,0.047068283,0.922535867,0,-33.43212753,-22.38638206,-33.86907851,-115.145472,-123.2480084,-74.9556718,-118.3686664,-139.7033173,-67.98408799
0.164942673,0.195461865,0.169461141,-0.343091836,0.127673555,0.051557531,0.929155141,0,-31.97863266,-22.41004394,-34.2308645,-109.8485224,-117.579326,-68.14340445,-115.8475838,-135.4842609,-72.34623649
0.16864171,0.184173383,0.164468483,-0.322780607,0.136342538,0.052804649,0.935112325,0,-31.88078831,-22.53801825,-34.23472025,-104.3567036,-111.2811793,-64.93419968,-112.5701452,-132.8385936,-70.96327142
0.165543263,0.165327526,0.150309151,-0.304217289,0.142550209,0.053576262,0.940351457,0,-31.70511871,-22.31383635,-32.16754112,-99.03731941,-104.8477647,-60.29846362,-109.2958846,-130.4562317,-63.67786313
0.16893482,0.154893368,0.145961324,-0.282669255,0.152248564,0.050401851,0.945715666,0,-31.60727436,-22.44181066,-32.17139688,-93.54550066,-98.54961796,-57.08925885,-106.0184459,-127.8105644,-62.29489806
0.170688138,0.133220518,0.130684008,-0.252187539,0.146936284,0.05500933,0.954874414,0,-30.49551738,-22.99370687,-31.43973519,-87.31489919,-92.10883731,-52.49178844,-102.2925963,-125.0715498,-66.96071138
0.174524385,0.123244084,0.127802827,-0.233693426,0.156533195,0.053357209,0.958142865,0,-30.39767303,-23.12168119,-31.44359095,-81.82308044,-85.81069059,-49.28258367,-99.01515769,-122.4258824,-65.5777463
0.169384974,0.105610063,0.114349218,-0.216714676,0.156966619,0.04551115,0.962457773,0,-29.26787237,-23.23661645,-29.50468798,-76.78687033,-78.9912269,-46.05424608,-95.58851357,-118.6085415,-60.46917043
0.174448643,0.093799155,0.112303476,-0.200222916,0.166042055,0.045881924,0.964487257,0,-29.17002802,-23.36459076,-29.50854374,-71.29505158,-72.69308017,-42.84504132,-92.31107493,-115.9628741,-59.08620535
0.174714102,0.076758496,0.102645932,-0.18212702,0.16801313,0.039942281,0.967990677,0,-28.33120552,-23.56104555,-28.09102013,-65.58103715,-63.43427496,-40.30127014,-90.23403355,-112.35637,-61.61543488
0.181439026,0.062002958,0.101510914,-0.167347085,0.177157479,0.041417814,0.968965812,0,-28.23336117,-23.68901987,-28.09487589,-60.08921839,-57.13612823,-37.09206537,-86.95659492,-109.7107026,-60.2324698
