dtm_13,dtm_24,de_13,de_24,dl
-2.581550598144531250e+00,-5.358833312988281250e+00,8.026844024658203125e+00,2.722942352294921875e+00,2.083864212036132812e+00
-2.251838684082031250e+00,-6.879501342773437500e+00,4.503246307373046875e+00,5.068614959716796875e+00,2.159772872924804688e+00
-1.689720153808593750e+00,-7.179214477539062500e+00,-1.965705871582031250e+00,6.813930511474609375e+00,1.331642150878906250e+00
-1.845397949218750000e-01,-8.401229858398437500e+00,-5.174312591552734375e+00,9.107685089111328125e+00,1.688858032226562500e+00
-1.367267608642578125e+00,-8.045242309570312500e+00,-3.969081878662109375e+00,6.877140045166015625e+00,9.452724456787109375e-01
-2.660411834716796875e+00,-6.680416107177734375e+00,-8.345706939697265625e+00,3.035404205322265625e+00,4.196891784667968750e-01
-4.794742584228515625e+00,-5.068271636962890625e+00,-6.575798034667968750e+00,6.274059295654296875e+00,1.696510314941406250e-01
-2.443229675292968750e+00,-4.396919250488281250e+00,-5.676082611083984375e+00,-8.008041381835937500e-01,-2.518474578857421875e+00
-2.393814086914062500e+00,-5.862960815429687500e+00,-4.903770446777343750e+00,-8.195724487304687500e-01,-2.715673446655273438e+00
-3.196395874023437500e+00,-4.130447387695312500e+00,-5.108364105224609375e+00,-3.226394653320312500e-01,-2.713022232055664062e+00
-3.677577972412109375e+00,-3.937393188476562500e+00,-5.236953735351562500e+00,-3.494338989257812500e-01,-2.575639724731445312e+00
-3.732601165771484375e+00,-6.238555908203125000e-02,-6.200439453125000000e+00,-1.906284332275390625e+00,-1.803211212158203125e+00
-2.978607177734375000e+00,-2.443382263183593750e+00,-6.240234375000000000e+00,-2.382461547851562500e+00,-1.443637847900390625e+00
-2.504566192626953125e+00,-2.179527282714843750e+00,-2.518104553222656250e+00,-2.116626739501953125e+00,-1.932792663574218750e+00
-2.707965850830078125e+00,1.004085540771484375e+00,4.058914184570312500e-01,-2.436134338378906250e+00,-2.455774307250976562e+00
-2.854164123535156250e+00,3.191730499267578125e+00,1.258052825927734375e+00,-3.205104827880859375e+00,-1.881240844726562500e+00
-2.462619781494140625e+00,5.513954162597656250e+00,2.239734649658203125e+00,-3.409450531005859375e+00,-1.592231750488281250e+00
-1.093593597412109375e+00,6.170047760009765625e+00,6.657913208007812500e+00,-1.488643646240234375e+00,-1.443048477172851562e+00
-8.646011352539062500e-01,6.318576812744140625e+00,7.195781707763671875e+00,2.872707366943359375e+00,-1.516956329345703125e+00
4.015655517578125000e-01,5.263633728027343750e+00,1.390089035034179688e+01,2.437164306640625000e+00,-8.657455444335937500e-02
5.892944335937500000e-01,4.787719726562500000e+00,1.178109741210937500e+01,-7.916755676269531250e-01,-5.436477661132812500e-01
-6.421775817871093750e-01,3.124496459960937500e+00,7.494266510009765625e+00,-5.743762969970703125e+00,-1.929185867309570312e+00
-4.884719848632812500e-02,2.288669586181640625e+00,8.205829620361328125e+00,-4.509056091308593750e+00,-1.630577087402343750e+00
-4.359550476074218750e-01,7.833023071289062500e-01,4.761466979980468750e+00,-4.552337646484375000e+00,-2.157646179199218750e+00
